'dr_no'	'date_reported'	'date_occ'	'time_occ'	'area'	'area_name'	'rd'	'crime_no'	'crime_desc'	'status'	'status_desc'	'image_no'
131204884	'15th January, 2013'	'1st August, 2012'	1100	12	'77th Street'	1256	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	982
131208475	'13th March, 2013'	'1st August, 2012'	1	12	'77th Street'	1218	812	'CHILD, CRIME AGAINST'	'ja'	'Juv Arrest'	444
131208610	'14th March, 2013'	'1st August, 2012'	1200	12	'77th Street'	1269	946	'OTHER MISCELLANEOUS CRIME'	'ic'	'Invest Cont'	71
131221536	'21st September, 2013'	'1st August, 2012'	800	12	'77th Street'	1241	440	'THEFT PLAIN - PETTY ($950 & UNDER)'	'ic'	'Invest Cont'	861
131307169	'1st March, 2013'	'1st August, 2012'	1200	13	'Newton'	1307	440	'THEFT PLAIN - PETTY ($950 & UNDER)'	'ic'	'Invest Cont'	578
131317134	'27th August, 2013'	'1st August, 2012'	2100	13	'Newton'	1375	812	'CHILD, CRIME AGAINST'	'ic'	'Invest Cont'	5
131419709	'3rd August, 2013'	'1st August, 2012'	1310	14	'Pacific'	1479	812	'CHILD, CRIME AGAINST'	'ao'	'Adult Other'	54
131429013	'12th December, 2013'	'1st August, 2012'	1515	14	'Pacific'	1416	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	495
131505983	'7th February, 2013'	'1st August, 2012'	1200	15	'N Hollywood'	1549	740	'VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)'	'ic'	'Invest Cont'	616
131506596	'20th February, 2013'	'1st August, 2012'	1200	15	'N Hollywood'	1503	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	571
131512006	'31st May, 2013'	'1st August, 2012'	800	15	'N Hollywood'	1583	341	'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD'	'ic'	'Invest Cont'	469
131513878	'3rd July, 2013'	'1st August, 2012'	1500	15	'N Hollywood'	1515	812	'CHILD, CRIME AGAINST'	'aa'	'Adult Arrest'	419
131605565	'8th February, 2013'	'1st August, 2012'	1	16	'Foothill'	1693	341	'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD'	'ic'	'Invest Cont'	-1
131605920	'19th February, 2013'	'1st August, 2012'	1200	16	'Foothill'	1622	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	-1
131607340	'19th March, 2013'	'1st August, 2012'	1000	16	'Foothill'	1645	813	'CHILD ANNOYING (17YRS & UNDER, DID NOT TOUCH VICTIM)'	'ic'	'Invest Cont'	577
131609044	'7th May, 2013'	'1st August, 2012'	1200	16	'Foothill'	1691	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	994
131705855	'12th February, 2013'	'1st August, 2012'	900	17	'Devonshire'	1797	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	748
131706645	'27th February, 2013'	'1st August, 2012'	1200	17	'Devonshire'	1751	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	531
131712571	'3rd July, 2013'	'1st August, 2012'	1500	17	'Devonshire'	1712	956	'LETTERS, LEWD'	'ic'	'Invest Cont'	-1
131805277	'29th January, 2013'	'1st August, 2012'	1330	18	'Southeast'	1844	860	'BATTERY WITH SEXUAL CONTACT'	'ao'	'Adult Other'	103
131805314	'29th January, 2013'	'1st August, 2012'	800	18	'Southeast'	1827	810	'SEX, UNLAWFUL'	'ic'	'Invest Cont'	369
131807939	'28th March, 2013'	'1st August, 2012'	1200	18	'Southeast'	1826	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	-1
131807940	'28th March, 2013'	'1st August, 2012'	1	18	'Southeast'	1881	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	462
131810463	'20th May, 2013'	'1st August, 2012'	100	18	'Southeast'	1824	812	'CHILD, CRIME AGAINST'	'aa'	'Adult Arrest'	791
131810464	'20th May, 2013'	'1st August, 2012'	100	18	'Southeast'	1824	237	'CHILD NEGLECT (SEE 300 W.I.C.)'	'ic'	'Invest Cont'	29
131817309	'14th October, 2013'	'1st August, 2012'	1	18	'Southeast'	1862	812	'CHILD, CRIME AGAINST'	'ja'	'Juv Arrest'	513
131905542	'28th January, 2013'	'1st August, 2012'	2200	19	'Mission'	1908	812	'CHILD, CRIME AGAINST'	'ao'	'Adult Other'	288
131908773	'21st March, 2013'	'1st August, 2012'	800	19	'Mission'	1902	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	560
131909495	'3rd April, 2013'	'1st August, 2012'	900	19	'Mission'	1969	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	403
131909501	'3rd April, 2013'	'1st August, 2012'	800	19	'Mission'	1998	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	429
131911998	'3rd May, 2013'	'1st August, 2012'	1000	19	'Mission'	1902	813	'CHILD ANNOYING (17YRS & UNDER, DID NOT TOUCH VICTIM)'	'aa'	'Adult Arrest'	917
131913620	'5th June, 2013'	'1st August, 2012'	800	19	'Mission'	1974	624	'BATTERY - SIMPLE ASSAULT'	'ic'	'Invest Cont'	928
131913621	'5th June, 2013'	'1st August, 2012'	800	19	'Mission'	1984	624	'BATTERY - SIMPLE ASSAULT'	'ic'	'Invest Cont'	744
131917065	'8th August, 2013'	'1st August, 2012'	600	19	'Mission'	1904	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	262
131919736	'10th September, 2013'	'1st August, 2012'	1	19	'Mission'	1902	813	'CHILD ANNOYING (17YRS & UNDER, DID NOT TOUCH VICTIM)'	'ic'	'Invest Cont'	593
131919743	'10th September, 2013'	'1st August, 2012'	1	19	'Mission'	1902	813	'CHILD ANNOYING (17YRS & UNDER, DID NOT TOUCH VICTIM)'	'ic'	'Invest Cont'	507
131919746	'11th September, 2013'	'1st August, 2012'	1	19	'Mission'	1902	813	'CHILD ANNOYING (17YRS & UNDER, DID NOT TOUCH VICTIM)'	'ic'	'Invest Cont'	-1
131919749	'11th September, 2013'	'1st August, 2012'	1	19	'Mission'	1902	813	'CHILD ANNOYING (17YRS & UNDER, DID NOT TOUCH VICTIM)'	'ic'	'Invest Cont'	523
131919751	'11th September, 2013'	'1st August, 2012'	1	19	'Mission'	1902	813	'CHILD ANNOYING (17YRS & UNDER, DID NOT TOUCH VICTIM)'	'ic'	'Invest Cont'	171
131919752	'11th September, 2013'	'1st August, 2012'	1	19	'Mission'	1902	813	'CHILD ANNOYING (17YRS & UNDER, DID NOT TOUCH VICTIM)'	'ic'	'Invest Cont'	340
131919754	'11th September, 2013'	'1st August, 2012'	1	19	'Mission'	1902	813	'CHILD ANNOYING (17YRS & UNDER, DID NOT TOUCH VICTIM)'	'ic'	'Invest Cont'	70
132004874	'19th January, 2013'	'1st August, 2012'	1	20	'Olympic'	2058	740	'VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)'	'ic'	'Invest Cont'	834
132006050	'14th February, 2013'	'1st August, 2012'	900	20	'Olympic'	2023	956	'LETTERS, LEWD'	'ic'	'Invest Cont'	-1
132011978	'15th June, 2013'	'1st August, 2012'	1	20	'Olympic'	2046	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	-1
132106999	'9th March, 2013'	'1st August, 2012'	800	21	'Topanga'	2197	440	'THEFT PLAIN - PETTY ($950 & UNDER)'	'ic'	'Invest Cont'	3
132107446	'19th March, 2013'	'1st August, 2012'	800	21	'Topanga'	2172	956	'LETTERS, LEWD'	'ao'	'Adult Other'	450
132107827	'27th March, 2013'	'1st August, 2012'	900	21	'Topanga'	2158	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	50
132113125	'25th July, 2013'	'1st August, 2012'	900	21	'Topanga'	2136	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	216
132113636	'5th August, 2013'	'1st August, 2012'	1200	21	'Topanga'	2157	946	'OTHER MISCELLANEOUS CRIME'	'ao'	'Adult Other'	-1
132113638	'5th August, 2013'	'1st August, 2012'	1200	21	'Topanga'	2157	940	'EXTORTION'	'ao'	'Adult Other'	40
140807508	'14th November, 2013'	'1st August, 2012'	1000	8	'West LA'	855	946	'OTHER MISCELLANEOUS CRIME'	'ic'	'Invest Cont'	-1
130615102	'5th June, 2013'	'31st July, 2012'	1300	6	'Hollywood'	621	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	46
132007055	'6th March, 2013'	'31st July, 2012'	1200	20	'Olympic'	2011	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	836
132105730	'8th February, 2013'	'31st July, 2012'	1500	21	'Topanga'	2136	420	'THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER)'	'ic'	'Invest Cont'	-1
130513134	'30th July, 2013'	'30th July, 2012'	1200	5	'Harbor'	524	956	'LETTERS, LEWD'	'ao'	'Adult Other'	98
131509153	'9th April, 2013'	'30th July, 2012'	2000	15	'N Hollywood'	1535	440	'THEFT PLAIN - PETTY ($950 & UNDER)'	'ic'	'Invest Cont'	192
131515321	'30th July, 2013'	'30th July, 2012'	900	15	'N Hollywood'	1545	624	'BATTERY - SIMPLE ASSAULT'	'ic'	'Invest Cont'	721
131815178	'28th August, 2013'	'30th July, 2012'	600	18	'Southeast'	1804	510	'VEHICLE - STOLEN'	'ic'	'Invest Cont'	515
132105833	'11th February, 2013'	'30th July, 2012'	800	21	'Topanga'	2136	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	478
131207328	'23rd February, 2013'	'29th July, 2012'	1100	12	'77th Street'	1268	440	'THEFT PLAIN - PETTY ($950 & UNDER)'	'ic'	'Invest Cont'	230
132112842	'18th July, 2013'	'29th July, 2012'	1900	21	'Topanga'	2144	956	'LETTERS, LEWD'	'ao'	'Adult Other'	96
131507765	'13th March, 2013'	'28th July, 2012'	1200	15	'N Hollywood'	1553	649	'DOCUMENT FORGERY / STOLEN FELONY'	'ic'	'Invest Cont'	582
130305421	'24th January, 2013'	'27th July, 2012'	1830	3	'Southwest'	363	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	35
130313134	'23rd May, 2013'	'27th July, 2012'	1200	3	'Southwest'	394	946	'OTHER MISCELLANEOUS CRIME'	'ic'	'Invest Cont'	832
130613027	'6th May, 2013'	'27th July, 2012'	1045	6	'Hollywood'	643	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	-1
131214503	'6th June, 2013'	'27th July, 2012'	1245	12	'77th Street'	1273	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	-1
131406916	'13th February, 2013'	'27th July, 2012'	1000	14	'Pacific'	1403	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	748
131419122	'28th July, 2013'	'27th July, 2012'	2010	14	'Pacific'	1479	951	'DEFRAUDING INNKEEPER/THEFT OF SERVICES, $400 & UNDER'	'ic'	'Invest Cont'	340
131611396	'3rd July, 2013'	'27th July, 2012'	1200	16	'Foothill'	1641	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	209
131805077	'23rd January, 2013'	'27th July, 2012'	1500	18	'Southeast'	1824	330	'BURGLARY FROM VEHICLE'	'ic'	'Invest Cont'	708
132016809	'26th September, 2013'	'27th July, 2012'	2300	20	'Olympic'	2013	121	'RAPE, FORCIBLE'	'ao'	'Adult Other'	470
130407420	'28th March, 2013'	'26th July, 2012'	1500	4	'Hollenbeck'	467	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	215
130904178	'4th January, 2013'	'26th July, 2012'	1200	9	'Van Nuys'	926	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	601
131307763	'11th March, 2013'	'26th July, 2012'	800	13	'Newton'	1343	210	'ROBBERY'	'ic'	'Invest Cont'	-1
130213458	'4th June, 2013'	'25th July, 2012'	800	2	'Rampart'	257	649	'DOCUMENT FORGERY / STOLEN FELONY'	'ic'	'Invest Cont'	119
130712892	'26th July, 2013'	'25th July, 2012'	1145	7	'Wilshire'	721	626	'SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT'	'aa'	'Adult Arrest'	352
131005896	'13th February, 2013'	'25th July, 2012'	1	10	'West Valley'	1068	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	799
131009052	'25th April, 2013'	'25th July, 2012'	800	10	'West Valley'	1029	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	647
131707936	'22nd March, 2013'	'25th July, 2012'	1000	17	'Devonshire'	1749	341	'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD'	'aa'	'Adult Arrest'	900
130706026	'19th February, 2013'	'24th July, 2012'	1200	7	'Wilshire'	765	946	'OTHER MISCELLANEOUS CRIME'	'aa'	'Adult Arrest'	795
130910235	'21st February, 2013'	'24th July, 2012'	1200	9	'Van Nuys'	900	946	'OTHER MISCELLANEOUS CRIME'	'ic'	'Invest Cont'	-1
131005990	'15th February, 2013'	'24th July, 2012'	1200	10	'West Valley'	1028	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	-1
131216966	'11th July, 2013'	'24th July, 2012'	2100	12	'77th Street'	1204	440	'THEFT PLAIN - PETTY ($950 & UNDER)'	'ic'	'Invest Cont'	305
131305254	'22nd January, 2013'	'24th July, 2012'	600	13	'Newton'	1327	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	-1
131419179	'28th July, 2013'	'24th July, 2012'	1000	14	'Pacific'	1407	740	'VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)'	'ic'	'Invest Cont'	267
130706885	'11th March, 2013'	'23rd July, 2012'	900	7	'Wilshire'	755	649	'DOCUMENT FORGERY / STOLEN FELONY'	'ic'	'Invest Cont'	495
131609731	'24th May, 2013'	'23rd July, 2012'	1030	16	'Foothill'	1606	930	'CRIMINAL THREATS - NO WEAPON DISPLAYED'	'ao'	'Adult Other'	445
130305434	'24th January, 2013'	'21st July, 2012'	1	3	'Southwest'	379	121	'RAPE, FORCIBLE'	'ao'	'Adult Other'	594
131000854	'21st July, 2013'	'21st July, 2012'	5	10	'West Valley'	1041	520	'VEHICLE - ATTEMPT STOLEN'	'aa'	'Adult Arrest'	519
131505846	'5th February, 2013'	'21st July, 2012'	200	15	'N Hollywood'	1567	956	'LETTERS, LEWD'	'ao'	'Adult Other'	511
131705515	'3rd February, 2013'	'21st July, 2012'	1100	17	'Devonshire'	1781	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	-1
132104511	'11th January, 2013'	'21st July, 2012'	2100	21	'Topanga'	2189	626	'SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT'	'ic'	'Invest Cont'	-1
130807541	'29th March, 2013'	'20th July, 2012'	1200	8	'West LA'	885	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	888
130912835	'28th June, 2013'	'20th July, 2012'	1300	9	'Van Nuys'	906	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	678
130914268	'26th July, 2013'	'20th July, 2012'	1400	9	'Van Nuys'	998	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	848
131009608	'8th May, 2013'	'20th July, 2012'	2100	10	'West Valley'	1011	930	'CRIMINAL THREATS - NO WEAPON DISPLAYED'	'ao'	'Adult Other'	942
131206658	'12th February, 2013'	'20th July, 2012'	800	12	'77th Street'	1241	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	786
131409102	'19th March, 2013'	'20th July, 2012'	1715	14	'Pacific'	1454	997	'TRAFFIC DR #'	'ic'	'Invest Cont'	904
131514775	'20th July, 2013'	'20th July, 2012'	1200	15	'N Hollywood'	1501	310	'BURGLARY'	'ic'	'Invest Cont'	512
131705574	'4th February, 2013'	'20th July, 2012'	1200	17	'Devonshire'	1714	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	636
130504784	'18th January, 2013'	'19th July, 2012'	900	5	'Harbor'	526	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	348
130812515	'5th August, 2013'	'19th July, 2012'	1200	8	'West LA'	828	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	-1
131305083	'12th January, 2013'	'19th July, 2012'	900	13	'Newton'	1331	649	'DOCUMENT FORGERY / STOLEN FELONY'	'ic'	'Invest Cont'	117
130305593	'29th January, 2013'	'18th July, 2012'	1800	3	'Southwest'	391	420	'THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER)'	'ic'	'Invest Cont'	372
131215118	'13th June, 2013'	'18th July, 2012'	1200	12	'77th Street'	1218	649	'DOCUMENT FORGERY / STOLEN FELONY'	'ic'	'Invest Cont'	72
131418674	'21st July, 2013'	'18th July, 2012'	1008	14	'Pacific'	1428	740	'VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)'	'ic'	'Invest Cont'	656
132105746	'8th February, 2013'	'18th July, 2012'	1620	21	'Topanga'	2136	440	'THEFT PLAIN - PETTY ($950 & UNDER)'	'ic'	'Invest Cont'	404
131012361	'12th July, 2013'	'17th July, 2012'	1200	10	'West Valley'	1039	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	736
132107437	'14th March, 2013'	'17th July, 2012'	1900	21	'Topanga'	2161	626	'SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT'	'ic'	'Invest Cont'	654
130304845	'14th January, 2013'	'16th July, 2012'	1200	3	'Southwest'	328	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	977
131205674	'26th January, 2013'	'16th July, 2012'	1000	12	'77th Street'	1239	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	675
131225399	'20th November, 2013'	'16th July, 2012'	1	12	'77th Street'	1263	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	917
131315284	'26th July, 2013'	'15th July, 2012'	1800	13	'Newton'	1313	510	'VEHICLE - STOLEN'	'ic'	'Invest Cont'	-1
130317417	'30th July, 2013'	'15th July, 2012'	1000	3	'Southwest'	391	922	'CHILD STEALING'	'ao'	'Adult Other'	961
130809580	'20th May, 2013'	'15th July, 2012'	1400	8	'West LA'	882	310	'BURGLARY'	'ao'	'Adult Other'	760
131208900	'19th March, 2013'	'15th July, 2012'	200	12	'77th Street'	1211	121	'RAPE, FORCIBLE'	'ic'	'Invest Cont'	924
131505697	'2nd February, 2013'	'15th July, 2012'	800	15	'N Hollywood'	1543	956	'LETTERS, LEWD'	'ao'	'Adult Other'	641
131714202	'8th August, 2013'	'15th July, 2012'	2000	17	'Devonshire'	1747	860	'BATTERY WITH SEXUAL CONTACT'	'ao'	'Adult Other'	-1
131716467	'28th September, 2013'	'15th July, 2012'	1500	17	'Devonshire'	1735	930	'CRIMINAL THREATS - NO WEAPON DISPLAYED'	'ao'	'Adult Other'	47
132108379	'10th April, 2013'	'15th July, 2012'	1200	21	'Topanga'	2138	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	55
130319801	'4th September, 2013'	'14th July, 2012'	1300	3	'Southwest'	377	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	-1
130605606	'22nd January, 2013'	'14th July, 2012'	2030	6	'Hollywood'	678	812	'CHILD, CRIME AGAINST'	'jo'	'Juv Other'	460
130710084	'21st May, 2013'	'14th July, 2012'	1	7	'Wilshire'	734	480	'BIKE - STOLEN'	'ic'	'Invest Cont'	259
130712597	'18th July, 2013'	'14th July, 2012'	1825	7	'Wilshire'	747	997	'TRAFFIC DR #'	'ao'	'Adult Other'	231
131518816	'30th September, 2013'	'14th July, 2012'	1300	15	'N Hollywood'	1525	624	'BATTERY - SIMPLE ASSAULT'	'jo'	'Juv Other'	614
130908569	'4th April, 2013'	'13th July, 2012'	415	9	'Van Nuys'	923	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	389
131709378	'22nd April, 2013'	'13th July, 2012'	1200	17	'Devonshire'	1793	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	-1
130110797	'19th April, 2013'	'12th July, 2012'	1200	1	'Central'	185	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	40
130714599	'3rd September, 2013'	'12th July, 2012'	600	7	'Wilshire'	727	649	'DOCUMENT FORGERY / STOLEN FELONY'	'ic'	'Invest Cont'	523
130810395	'10th June, 2013'	'12th July, 2012'	1200	8	'West LA'	812	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	423
130913686	'16th July, 2013'	'12th July, 2012'	1200	9	'Van Nuys'	985	341	'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD'	'ic'	'Invest Cont'	494
130914071	'20th July, 2013'	'12th July, 2012'	930	9	'Van Nuys'	904	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	948
131008712	'18th April, 2013'	'12th July, 2012'	1200	10	'West Valley'	1035	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	30
131111049	'16th May, 2013'	'12th July, 2012'	1200	11	'Northeast'	1107	649	'DOCUMENT FORGERY / STOLEN FELONY'	'ic'	'Invest Cont'	42
131304287	'4th January, 2013'	'12th July, 2012'	1200	13	'Newton'	1365	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	219
131418048	'12th July, 2013'	'12th July, 2012'	1430	14	'Pacific'	1412	626	'SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT'	'ic'	'Invest Cont'	-1
131605278	'1st February, 2013'	'12th July, 2012'	1200	16	'Foothill'	1601	420	'THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER)'	'ic'	'Invest Cont'	455
131617681	'16th December, 2013'	'12th July, 2012'	1300	16	'Foothill'	1601	812	'CHILD, CRIME AGAINST'	'ao'	'Adult Other'	507
131617682	'16th December, 2013'	'12th July, 2012'	1300	16	'Foothill'	1601	237	'CHILD NEGLECT (SEE 300 W.I.C.)'	'ao'	'Adult Other'	-1
131707423	'13th March, 2013'	'12th July, 2012'	800	17	'Devonshire'	1701	341	'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD'	'ic'	'Invest Cont'	205
132110564	'28th May, 2013'	'12th July, 2012'	1200	21	'Topanga'	2133	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	-1
131210567	'12th April, 2013'	'11th July, 2012'	1	12	'77th Street'	1265	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	-1
131215532	'20th June, 2013'	'11th July, 2012'	1200	12	'77th Street'	1235	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	592
131512008	'31st May, 2013'	'11th July, 2012'	1200	15	'N Hollywood'	1548	763	'STALKING'	'aa'	'Adult Arrest'	72
131610875	'21st June, 2013'	'11th July, 2012'	1200	16	'Foothill'	1677	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	327
131804253	'5th January, 2013'	'11th July, 2012'	1900	18	'Southeast'	1801	649	'DOCUMENT FORGERY / STOLEN FELONY'	'ic'	'Invest Cont'	968
130305418	'24th January, 2013'	'10th July, 2012'	1000	3	'Southwest'	363	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	-1
130513524	'9th August, 2013'	'10th July, 2012'	1500	5	'Harbor'	541	956	'LETTERS, LEWD'	'ic'	'Invest Cont'	998
130814334	'18th September, 2013'	'10th July, 2012'	1200	8	'West LA'	811	341	'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD'	'ao'	'Adult Other'	253
131510945	'13th May, 2013'	'10th July, 2012'	1	15	'N Hollywood'	1541	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	931
131805025	'23rd January, 2013'	'10th July, 2012'	1350	18	'Southeast'	1801	649	'DOCUMENT FORGERY / STOLEN FELONY'	'ic'	'Invest Cont'	-1
131805931	'12th February, 2013'	'10th July, 2012'	1300	18	'Southeast'	1802	341	'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD'	'ic'	'Invest Cont'	-1
130613747	'17th May, 2013'	'9th July, 2012'	1200	6	'Hollywood'	622	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	46
131208225	'8th March, 2013'	'9th July, 2012'	1330	12	'77th Street'	1207	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	789
131704106	'3rd January, 2013'	'9th July, 2012'	1800	17	'Devonshire'	1707	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	590
131707693	'19th March, 2013'	'9th July, 2012'	800	17	'Devonshire'	1796	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	-1
131718031	'31st October, 2013'	'9th July, 2012'	1200	17	'Devonshire'	1745	662	'BUNCO, GRAND THEFT'	'ic'	'Invest Cont'	314
130713812	'15th August, 2013'	'8th July, 2012'	1200	7	'Wilshire'	762	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	56
131114360	'17th July, 2013'	'8th July, 2012'	1200	11	'Northeast'	1183	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	-1
131710476	'15th May, 2013'	'8th July, 2012'	2300	17	'Devonshire'	1712	928	'THREATENING PHONE CALLS/LETTERS'	'ao'	'Adult Other'	123
130114163	'11th June, 2013'	'7th July, 2012'	1030	1	'Central'	155	946	'OTHER MISCELLANEOUS CRIME'	'ic'	'Invest Cont'	168
131110452	'6th May, 2013'	'7th July, 2012'	1200	11	'Northeast'	1124	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	557
131308174	'19th March, 2013'	'7th July, 2012'	1200	13	'Newton'	1352	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	908
131613410	'21st August, 2013'	'7th July, 2012'	1900	16	'Foothill'	1684	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	617
131706591	'25th February, 2013'	'7th July, 2012'	5	17	'Devonshire'	1753	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	904
131707903	'22nd March, 2013'	'7th July, 2012'	800	17	'Devonshire'	1739	420	'THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER)'	'ic'	'Invest Cont'	307
132118890	'14th November, 2013'	'7th July, 2012'	800	21	'Topanga'	2125	121	'RAPE, FORCIBLE'	'ao'	'Adult Other'	407
130619431	'10th August, 2013'	'6th July, 2012'	800	6	'Hollywood'	637	341	'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD'	'ao'	'Adult Other'	-1
130108027	'8th March, 2013'	'5th July, 2012'	1830	1	'Central'	195	341	'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD'	'ic'	'Invest Cont'	849
130400719	'9th May, 2013'	'5th July, 2012'	1200	4	'Hollenbeck'	464	341	'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD'	'ic'	'Invest Cont'	85
131420955	'20th August, 2013'	'5th July, 2012'	2200	14	'Pacific'	1441	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	-1
130304782	'14th January, 2013'	'4th July, 2012'	1400	3	'Southwest'	326	341	'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD'	'ic'	'Invest Cont'	145
130517966	'15th November, 2013'	'4th July, 2012'	1	5	'Harbor'	541	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	390
131315416	'22nd July, 2013'	'4th July, 2012'	1500	13	'Newton'	1352	860	'BATTERY WITH SEXUAL CONTACT'	'ic'	'Invest Cont'	354
131522902	'11th December, 2013'	'4th July, 2012'	1614	15	'N Hollywood'	1589	956	'LETTERS, LEWD'	'ic'	'Invest Cont'	655
131514264	'10th July, 2013'	'3rd July, 2012'	1200	15	'N Hollywood'	1531	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	182
130115618	'3rd July, 2013'	'3rd July, 2012'	910	1	'Central'	131	997	'TRAFFIC DR #'	'ic'	'Invest Cont'	951
