'dr_no'	'date_reported'	'date_occ'	'time_occ'	'area'	'area_name'	'rd'	'crime_no'	'crime_desc'	'status'	'status_desc'	'image_no'
132007717	'20th March, 2013'	'20th March, 2013'	2015	20	'Olympic'	2004	997	'TRAFFIC DR #'	'unk'	'Unknown'	-1
130608787	'10th March, 2013'	'10th March, 2013'	445	6	'Hollywood'	635	997	'TRAFFIC DR #'	'unk'	'Unknown'	110
131820260	'18th December, 2013'	'18th December, 2013'	745	18	'Southeast'	1839	997	'TRAFFIC DR #'	'unk'	'Unknown'	373
131817514	'18th October, 2013'	'18th October, 2013'	1730	18	'Southeast'	1827	997	'TRAFFIC DR #'	'unk'	'Unknown'	513
130510483	'26th May, 2013'	'25th May, 2013'	2000	5	'Harbor'	507	440	'THEFT PLAIN - PETTY (UNDER $400)'	'unk'	'Unknown'	-1
131213618	'24th May, 2013'	'22nd May, 2013'	1145	12	'77th Street'	1211	997	'TRAFFIC DR #'	'unk'	'Unknown'	212
120101610	'2nd January, 2013'	'31st December, 2012'	240	1	'Central'	158	761	'BRANDISH WEAPON'	'ic'	'Invest Cont'	321
120101614	'3rd January, 2013'	'31st December, 2012'	1830	1	'Central'	191	930	'CRIMINAL THREATS - NO WEAPON DISPLAYED'	'ic'	'Invest Cont'	121
121801607	'2nd January, 2013'	'31st December, 2012'	1725	18	'Southeast'	1832	626	'SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT'	'ic'	'Invest Cont'	-1
121901758	'1st January, 2013'	'31st December, 2012'	1900	19	'Mission'	1975	210	'ROBBERY'	'ic'	'Invest Cont'	109
121901759	'1st January, 2013'	'31st December, 2012'	900	19	'Mission'	1983	888	'TRESPASSING'	'ic'	'Invest Cont'	-1
130104038	'1st January, 2013'	'31st December, 2012'	2130	1	'Central'	182	440	'THEFT PLAIN - PETTY ($950 & UNDER)'	'ic'	'Invest Cont'	-1
130104044	'1st January, 2013'	'31st December, 2012'	230	1	'Central'	119	810	'SEX, UNLAWFUL'	'ic'	'Invest Cont'	982
130104250	'5th January, 2013'	'31st December, 2012'	1710	1	'Central'	148	624	'BATTERY - SIMPLE ASSAULT'	'ao'	'Adult Other'	156
130104430	'8th January, 2013'	'31st December, 2012'	2000	1	'Central'	105	740	'VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)'	'ic'	'Invest Cont'	-1
130104432	'8th January, 2013'	'31st December, 2012'	1530	1	'Central'	119	330	'BURGLARY FROM VEHICLE'	'ic'	'Invest Cont'	492
130105010	'18th January, 2013'	'31st December, 2012'	1630	1	'Central'	155	946	'OTHER MISCELLANEOUS CRIME'	'ic'	'Invest Cont'	959
130106076	'4th February, 2013'	'31st December, 2012'	900	1	'Central'	182	668	'EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)'	'ic'	'Invest Cont'	915
130110099	'8th April, 2013'	'31st December, 2012'	1200	1	'Central'	101	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	94
130110216	'10th April, 2013'	'31st December, 2012'	1200	1	'Central'	164	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	737
130112321	'13th May, 2013'	'31st December, 2012'	1200	1	'Central'	111	649	'DOCUMENT FORGERY / STOLEN FELONY'	'ic'	'Invest Cont'	666
130204018	'1st January, 2013'	'31st December, 2012'	2300	2	'Rampart'	261	230	'ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT'	'aa'	'Adult Arrest'	879
130204023	'1st January, 2013'	'31st December, 2012'	2245	2	'Rampart'	237	624	'BATTERY - SIMPLE ASSAULT'	'ao'	'Adult Other'	34
130204024	'1st January, 2013'	'31st December, 2012'	2000	2	'Rampart'	204	341	'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD'	'ic'	'Invest Cont'	979
130204038	'1st January, 2013'	'31st December, 2012'	2000	2	'Rampart'	238	310	'BURGLARY'	'ic'	'Invest Cont'	795
130204053	'1st January, 2013'	'31st December, 2012'	1200	2	'Rampart'	266	900	'VIOLATION OF COURT ORDER'	'aa'	'Adult Arrest'	971
130204062	'1st January, 2013'	'31st December, 2012'	1900	2	'Rampart'	269	330	'BURGLARY FROM VEHICLE'	'ao'	'Adult Other'	932
130204376	'7th January, 2013'	'31st December, 2012'	1200	2	'Rampart'	238	310	'BURGLARY'	'ic'	'Invest Cont'	13
130204541	'9th January, 2013'	'31st December, 2012'	1800	2	'Rampart'	249	341	'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD'	'ic'	'Invest Cont'	262
130204589	'11th January, 2013'	'31st December, 2012'	1	2	'Rampart'	204	740	'VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)'	'ao'	'Adult Other'	-1
130206202	'6th February, 2013'	'31st December, 2012'	1045	2	'Rampart'	237	624	'BATTERY - SIMPLE ASSAULT'	'ao'	'Adult Other'	714
130207551	'4th March, 2013'	'31st December, 2012'	1200	2	'Rampart'	204	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	100
130210676	'22nd April, 2013'	'31st December, 2012'	800	2	'Rampart'	212	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	100
130304025	'1st January, 2013'	'31st December, 2012'	2100	3	'Southwest'	397	510	'VEHICLE - STOLEN'	'ic'	'Invest Cont'	108
130304031	'1st January, 2013'	'31st December, 2012'	2330	3	'Southwest'	331	330	'BURGLARY FROM VEHICLE'	'ic'	'Invest Cont'	-1
130304041	'1st January, 2013'	'31st December, 2012'	2000	3	'Southwest'	314	331	'THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER)'	'ic'	'Invest Cont'	267
130304048	'1st January, 2013'	'31st December, 2012'	2100	3	'Southwest'	391	510	'VEHICLE - STOLEN'	'ic'	'Invest Cont'	4
130304063	'1st January, 2013'	'31st December, 2012'	1830	3	'Southwest'	373	440	'THEFT PLAIN - PETTY ($950 & UNDER)'	'ic'	'Invest Cont'	-1
130304074	'2nd January, 2013'	'31st December, 2012'	2200	3	'Southwest'	314	440	'THEFT PLAIN - PETTY ($950 & UNDER)'	'ic'	'Invest Cont'	810
130304091	'1st January, 2013'	'31st December, 2012'	1430	3	'Southwest'	395	237	'CHILD NEGLECT (SEE 300 W.I.C.)'	'ao'	'Adult Other'	331
130304107	'2nd January, 2013'	'31st December, 2012'	2100	3	'Southwest'	363	753	'DISCHARGE FIREARMS/SHOTS FIRED'	'ic'	'Invest Cont'	928
130304259	'5th January, 2013'	'31st December, 2012'	1930	3	'Southwest'	333	930	'CRIMINAL THREATS - NO WEAPON DISPLAYED'	'ic'	'Invest Cont'	475
130305206	'21st January, 2013'	'31st December, 2012'	1200	3	'Southwest'	313	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	79
130305941	'1st February, 2013'	'31st December, 2012'	600	3	'Southwest'	354	440	'THEFT PLAIN - PETTY ($950 & UNDER)'	'ic'	'Invest Cont'	642
130307348	'25th February, 2013'	'31st December, 2012'	1	3	'Southwest'	392	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	395
130309048	'23rd March, 2013'	'31st December, 2012'	900	3	'Southwest'	312	510	'VEHICLE - STOLEN'	'ic'	'Invest Cont'	806
130319797	'5th September, 2013'	'31st December, 2012'	1200	3	'Southwest'	316	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	-1
130404002	'1st January, 2013'	'31st December, 2012'	2130	4	'Hollenbeck'	424	997	'TRAFFIC DR #'	'ic'	'Invest Cont'	114
130404004	'1st January, 2013'	'31st December, 2012'	2130	4	'Hollenbeck'	409	310	'BURGLARY'	'ic'	'Invest Cont'	677
130404005	'1st January, 2013'	'31st December, 2012'	2200	4	'Hollenbeck'	457	510	'VEHICLE - STOLEN'	'ic'	'Invest Cont'	519
130404011	'1st January, 2013'	'31st December, 2012'	1130	4	'Hollenbeck'	437	310	'BURGLARY'	'ic'	'Invest Cont'	82
130404018	'1st January, 2013'	'31st December, 2012'	1600	4	'Hollenbeck'	469	745	'VANDALISM - MISDEAMEANOR ($399 OR UNDER)'	'ic'	'Invest Cont'	-1
130404020	'1st January, 2013'	'31st December, 2012'	2345	4	'Hollenbeck'	466	860	'BATTERY WITH SEXUAL CONTACT'	'ic'	'Invest Cont'	-1
130404038	'2nd January, 2013'	'31st December, 2012'	1500	4	'Hollenbeck'	465	330	'BURGLARY FROM VEHICLE'	'ic'	'Invest Cont'	844
130404048	'2nd January, 2013'	'31st December, 2012'	2215	4	'Hollenbeck'	409	440	'THEFT PLAIN - PETTY ($950 & UNDER)'	'ic'	'Invest Cont'	-1
130404050	'2nd January, 2013'	'31st December, 2012'	1730	4	'Hollenbeck'	459	420	'THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER)'	'ic'	'Invest Cont'	-1
130404072	'3rd January, 2013'	'31st December, 2012'	2230	4	'Hollenbeck'	497	420	'THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER)'	'ic'	'Invest Cont'	193
130404112	'4th January, 2013'	'31st December, 2012'	1900	4	'Hollenbeck'	409	740	'VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)'	'ic'	'Invest Cont'	-1
130404239	'7th January, 2013'	'31st December, 2012'	1950	4	'Hollenbeck'	424	330	'BURGLARY FROM VEHICLE'	'ic'	'Invest Cont'	777
130404605	'16th January, 2013'	'31st December, 2012'	1200	4	'Hollenbeck'	479	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	863
130404617	'16th January, 2013'	'31st December, 2012'	1200	4	'Hollenbeck'	457	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	113
130500505	'1st January, 2013'	'31st December, 2012'	1900	5	'Harbor'	563	210	'ROBBERY'	'aa'	'Adult Arrest'	343
130500508	'2nd January, 2013'	'31st December, 2012'	1600	5	'Harbor'	558	310	'BURGLARY'	'ic'	'Invest Cont'	-1
130504013	'1st January, 2013'	'31st December, 2012'	2330	5	'Harbor'	558	330	'BURGLARY FROM VEHICLE'	'ic'	'Invest Cont'	38
130504014	'1st January, 2013'	'31st December, 2012'	1500	5	'Harbor'	561	330	'BURGLARY FROM VEHICLE'	'ic'	'Invest Cont'	-1
130504023	'1st January, 2013'	'31st December, 2012'	1930	5	'Harbor'	514	310	'BURGLARY'	'ic'	'Invest Cont'	213
130504024	'1st January, 2013'	'31st December, 2012'	700	5	'Harbor'	506	320	'BURGLARY, ATTEMPTED'	'ic'	'Invest Cont'	26
130504025	'1st January, 2013'	'31st December, 2012'	600	5	'Harbor'	551	740	'VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)'	'ic'	'Invest Cont'	445
130504026	'1st January, 2013'	'31st December, 2012'	1800	5	'Harbor'	504	740	'VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)'	'ic'	'Invest Cont'	481
130504050	'2nd January, 2013'	'31st December, 2012'	1200	5	'Harbor'	529	510	'VEHICLE - STOLEN'	'ic'	'Invest Cont'	594
130504059	'2nd January, 2013'	'31st December, 2012'	2100	5	'Harbor'	563	420	'THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER)'	'ic'	'Invest Cont'	196
130504129	'3rd January, 2013'	'31st December, 2012'	1430	5	'Harbor'	557	310	'BURGLARY'	'ic'	'Invest Cont'	-1
130504146	'3rd January, 2013'	'31st December, 2012'	800	5	'Harbor'	519	331	'THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER)'	'ic'	'Invest Cont'	183
130504207	'4th January, 2013'	'31st December, 2012'	2000	5	'Harbor'	563	341	'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD'	'ic'	'Invest Cont'	154
130504372	'9th January, 2013'	'31st December, 2012'	1535	5	'Harbor'	515	997	'TRAFFIC DR #'	'ao'	'Adult Other'	-1
130504381	'9th January, 2013'	'31st December, 2012'	1800	5	'Harbor'	551	330	'BURGLARY FROM VEHICLE'	'ic'	'Invest Cont'	642
130504912	'21st January, 2013'	'31st December, 2012'	630	5	'Harbor'	503	420	'THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER)'	'ic'	'Invest Cont'	-1
130604013	'1st January, 2013'	'31st December, 2012'	1100	6	'Hollywood'	600	997	'TRAFFIC DR #'	'ic'	'Invest Cont'	304
130604014	'1st January, 2013'	'31st December, 2012'	1900	6	'Hollywood'	678	997	'TRAFFIC DR #'	'ic'	'Invest Cont'	497
130604044	'1st January, 2013'	'31st December, 2012'	1800	6	'Hollywood'	644	997	'TRAFFIC DR #'	'ic'	'Invest Cont'	815
130604059	'1st January, 2013'	'31st December, 2012'	1905	6	'Hollywood'	656	997	'TRAFFIC DR #'	'ic'	'Invest Cont'	-1
130604074	'1st January, 2013'	'31st December, 2012'	1720	6	'Hollywood'	637	420	'THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER)'	'ic'	'Invest Cont'	171
130604081	'1st January, 2013'	'31st December, 2012'	1730	6	'Hollywood'	656	740	'VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)'	'ic'	'Invest Cont'	926
130604147	'2nd January, 2013'	'31st December, 2012'	1400	6	'Hollywood'	644	330	'BURGLARY FROM VEHICLE'	'ic'	'Invest Cont'	640
130604150	'2nd January, 2013'	'31st December, 2012'	1215	6	'Hollywood'	645	624	'BATTERY - SIMPLE ASSAULT'	'aa'	'Adult Arrest'	616
130604183	'1st January, 2013'	'31st December, 2012'	2200	6	'Hollywood'	659	740	'VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)'	'ic'	'Invest Cont'	201
130604203	'3rd January, 2013'	'31st December, 2012'	2000	6	'Hollywood'	647	745	'VANDALISM - MISDEAMEANOR ($399 OR UNDER)'	'ic'	'Invest Cont'	64
130604431	'5th January, 2013'	'31st December, 2012'	1	6	'Hollywood'	656	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	426
130604799	'1st January, 2013'	'31st December, 2012'	2200	6	'Hollywood'	679	745	'VANDALISM - MISDEAMEANOR ($399 OR UNDER)'	'ic'	'Invest Cont'	16
130605197	'17th January, 2013'	'31st December, 2012'	1	6	'Hollywood'	636	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	125
130605560	'22nd January, 2013'	'31st December, 2012'	1800	6	'Hollywood'	638	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	-1
130620440	'26th August, 2013'	'31st December, 2012'	800	6	'Hollywood'	657	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	570
130704003	'1st January, 2013'	'31st December, 2012'	2200	7	'Wilshire'	788	510	'VEHICLE - STOLEN'	'ic'	'Invest Cont'	177
130704004	'1st January, 2013'	'31st December, 2012'	2230	7	'Wilshire'	747	626	'SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT'	'ao'	'Adult Other'	945
130704008	'1st January, 2013'	'31st December, 2012'	1745	7	'Wilshire'	752	310	'BURGLARY'	'ic'	'Invest Cont'	-1
130704009	'1st January, 2013'	'31st December, 2012'	2220	7	'Wilshire'	783	745	'VANDALISM - MISDEAMEANOR ($399 OR UNDER)'	'ic'	'Invest Cont'	736
130704011	'1st January, 2013'	'31st December, 2012'	2045	7	'Wilshire'	782	510	'VEHICLE - STOLEN'	'aa'	'Adult Arrest'	319
130704013	'1st January, 2013'	'31st December, 2012'	2200	7	'Wilshire'	758	997	'TRAFFIC DR #'	'ic'	'Invest Cont'	-1
130704015	'1st January, 2013'	'31st December, 2012'	1830	7	'Wilshire'	702	997	'TRAFFIC DR #'	'ic'	'Invest Cont'	652
130704022	'1st January, 2013'	'31st December, 2012'	2000	7	'Wilshire'	779	310	'BURGLARY'	'ic'	'Invest Cont'	64
130704023	'1st January, 2013'	'31st December, 2012'	2200	7	'Wilshire'	706	330	'BURGLARY FROM VEHICLE'	'ic'	'Invest Cont'	779
130704025	'1st January, 2013'	'31st December, 2012'	1000	7	'Wilshire'	783	745	'VANDALISM - MISDEAMEANOR ($399 OR UNDER)'	'ic'	'Invest Cont'	184
130704027	'1st January, 2013'	'31st December, 2012'	800	7	'Wilshire'	752	440	'THEFT PLAIN - PETTY ($950 & UNDER)'	'ic'	'Invest Cont'	306
130704030	'1st January, 2013'	'31st December, 2012'	1900	7	'Wilshire'	738	320	'BURGLARY, ATTEMPTED'	'ic'	'Invest Cont'	689
130704045	'1st January, 2013'	'31st December, 2012'	100	7	'Wilshire'	762	341	'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD'	'ic'	'Invest Cont'	-1
130704048	'2nd January, 2013'	'31st December, 2012'	2359	7	'Wilshire'	782	510	'VEHICLE - STOLEN'	'ic'	'Invest Cont'	492
130704049	'2nd January, 2013'	'31st December, 2012'	2359	7	'Wilshire'	782	510	'VEHICLE - STOLEN'	'ic'	'Invest Cont'	764
130704054	'2nd January, 2013'	'31st December, 2012'	2359	7	'Wilshire'	782	341	'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD'	'ao'	'Adult Other'	13
130704114	'3rd January, 2013'	'31st December, 2012'	2055	7	'Wilshire'	764	930	'CRIMINAL THREATS - NO WEAPON DISPLAYED'	'ic'	'Invest Cont'	339
130704119	'2nd January, 2013'	'31st December, 2012'	2030	7	'Wilshire'	701	310	'BURGLARY'	'ic'	'Invest Cont'	262
130704151	'4th January, 2013'	'31st December, 2012'	400	7	'Wilshire'	715	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	768
130704284	'8th January, 2013'	'31st December, 2012'	1020	7	'Wilshire'	775	331	'THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER)'	'ic'	'Invest Cont'	520
130704315	'8th January, 2013'	'31st December, 2012'	200	7	'Wilshire'	719	341	'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD'	'ic'	'Invest Cont'	863
130704386	'3rd January, 2013'	'31st December, 2012'	2000	7	'Wilshire'	736	740	'VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)'	'ic'	'Invest Cont'	267
130705069	'27th January, 2013'	'31st December, 2012'	1	7	'Wilshire'	762	740	'VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)'	'ic'	'Invest Cont'	-1
130714966	'11th September, 2013'	'31st December, 2012'	1300	7	'Wilshire'	722	956	'LETTERS, LEWD'	'ao'	'Adult Other'	-1
130800501	'2nd January, 2013'	'31st December, 2012'	900	8	'West LA'	832	740	'VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)'	'ic'	'Invest Cont'	887
130800547	'18th January, 2013'	'31st December, 2012'	430	8	'West LA'	898	310	'BURGLARY'	'ao'	'Adult Other'	70
130804004	'1st January, 2013'	'31st December, 2012'	2000	8	'West LA'	898	997	'TRAFFIC DR #'	'ic'	'Invest Cont'	919
130804015	'1st January, 2013'	'31st December, 2012'	1930	8	'West LA'	822	740	'VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)'	'ic'	'Invest Cont'	-1
130804016	'1st January, 2013'	'31st December, 2012'	1600	8	'West LA'	815	740	'VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)'	'ic'	'Invest Cont'	502
130804024	'1st January, 2013'	'31st December, 2012'	1900	8	'West LA'	816	330	'BURGLARY FROM VEHICLE'	'ic'	'Invest Cont'	-1
130804025	'1st January, 2013'	'31st December, 2012'	1930	8	'West LA'	816	330	'BURGLARY FROM VEHICLE'	'ic'	'Invest Cont'	-1
130804053	'1st January, 2013'	'31st December, 2012'	1800	8	'West LA'	831	310	'BURGLARY'	'ic'	'Invest Cont'	-1
130804059	'2nd January, 2013'	'31st December, 2012'	2300	8	'West LA'	893	997	'TRAFFIC DR #'	'ic'	'Invest Cont'	277
130804075	'2nd January, 2013'	'31st December, 2012'	1900	8	'West LA'	849	330	'BURGLARY FROM VEHICLE'	'ic'	'Invest Cont'	-1
130804083	'2nd January, 2013'	'31st December, 2012'	1400	8	'West LA'	853	440	'THEFT PLAIN - PETTY ($950 & UNDER)'	'ic'	'Invest Cont'	862
130804148	'5th January, 2013'	'31st December, 2012'	900	8	'West LA'	827	330	'BURGLARY FROM VEHICLE'	'ic'	'Invest Cont'	-1
130804151	'4th January, 2013'	'31st December, 2012'	1900	8	'West LA'	836	440	'THEFT PLAIN - PETTY ($950 & UNDER)'	'ic'	'Invest Cont'	139
130804164	'3rd January, 2013'	'31st December, 2012'	2000	8	'West LA'	885	745	'VANDALISM - MISDEAMEANOR ($399 OR UNDER)'	'ic'	'Invest Cont'	120
130804206	'5th January, 2013'	'31st December, 2012'	1430	8	'West LA'	884	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	-1
130804274	'6th January, 2013'	'31st December, 2012'	1200	8	'West LA'	892	440	'THEFT PLAIN - PETTY ($950 & UNDER)'	'ic'	'Invest Cont'	581
130804323	'8th January, 2013'	'31st December, 2012'	5	8	'West LA'	847	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	-1
130804762	'17th January, 2013'	'31st December, 2012'	1300	8	'West LA'	836	320	'BURGLARY, ATTEMPTED'	'ic'	'Invest Cont'	478
130805021	'25th January, 2013'	'31st December, 2012'	1930	8	'West LA'	832	341	'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD'	'ic'	'Invest Cont'	344
130904031	'1st January, 2013'	'31st December, 2012'	2240	9	'Van Nuys'	909	956	'LETTERS, LEWD'	'ic'	'Invest Cont'	719
130904040	'1st January, 2013'	'31st December, 2012'	1400	9	'Van Nuys'	937	440	'THEFT PLAIN - PETTY ($950 & UNDER)'	'ic'	'Invest Cont'	296
130904041	'1st January, 2013'	'31st December, 2012'	1700	9	'Van Nuys'	937	341	'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD'	'ic'	'Invest Cont'	855
130904051	'2nd January, 2013'	'31st December, 2012'	1700	9	'Van Nuys'	974	420	'THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER)'	'ic'	'Invest Cont'	667
130904053	'2nd January, 2013'	'31st December, 2012'	1600	9	'Van Nuys'	914	510	'VEHICLE - STOLEN'	'ic'	'Invest Cont'	899
130904080	'1st January, 2013'	'31st December, 2012'	2030	9	'Van Nuys'	969	740	'VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)'	'ic'	'Invest Cont'	-1
130904087	'2nd January, 2013'	'31st December, 2012'	1800	9	'Van Nuys'	914	331	'THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER)'	'ic'	'Invest Cont'	52
130904113	'3rd January, 2013'	'31st December, 2012'	1900	9	'Van Nuys'	971	420	'THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER)'	'ic'	'Invest Cont'	240
130904114	'3rd January, 2013'	'31st December, 2012'	1724	9	'Van Nuys'	904	442	'SHOPLIFTING - PETTY THEFT ($950 & UNDER)'	'ic'	'Invest Cont'	789
130904143	'3rd January, 2013'	'31st December, 2012'	1200	9	'Van Nuys'	926	341	'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD'	'ic'	'Invest Cont'	258
130904158	'4th January, 2013'	'31st December, 2012'	2200	9	'Van Nuys'	906	330	'BURGLARY FROM VEHICLE'	'ic'	'Invest Cont'	413
130904244	'6th January, 2013'	'31st December, 2012'	1130	9	'Van Nuys'	939	930	'CRIMINAL THREATS - NO WEAPON DISPLAYED'	'ic'	'Invest Cont'	752
130911616	'4th June, 2013'	'31st December, 2012'	1	9	'Van Nuys'	991	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	115
130911674	'5th June, 2013'	'31st December, 2012'	2330	9	'Van Nuys'	906	956	'LETTERS, LEWD'	'ao'	'Adult Other'	-1
130917404	'24th September, 2013'	'31st December, 2012'	800	9	'Van Nuys'	932	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	977
131000503	'3rd January, 2013'	'31st December, 2012'	2030	10	'West Valley'	1021	121	'RAPE, FORCIBLE'	'ic'	'Invest Cont'	120
131000539	'23rd January, 2013'	'31st December, 2012'	1200	10	'West Valley'	1008	626	'SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT'	'ao'	'Adult Other'	-1
131004003	'1st January, 2013'	'31st December, 2012'	2300	10	'West Valley'	1024	210	'ROBBERY'	'ic'	'Invest Cont'	-1
131004004	'1st January, 2013'	'31st December, 2012'	2320	10	'West Valley'	1028	251	'SHOTS FIRED AT INHABITED DWELLING'	'aa'	'Adult Arrest'	358
131004005	'1st January, 2013'	'31st December, 2012'	2225	10	'West Valley'	1028	624	'BATTERY - SIMPLE ASSAULT'	'aa'	'Adult Arrest'	-1
131004006	'1st January, 2013'	'31st December, 2012'	2320	10	'West Valley'	1028	251	'SHOTS FIRED AT INHABITED DWELLING'	'aa'	'Adult Arrest'	-1
131004010	'1st January, 2013'	'31st December, 2012'	2230	10	'West Valley'	1039	753	'DISCHARGE FIREARMS/SHOTS FIRED'	'aa'	'Adult Arrest'	-1
131004018	'1st January, 2013'	'31st December, 2012'	2200	10	'West Valley'	1003	946	'OTHER MISCELLANEOUS CRIME'	'ic'	'Invest Cont'	849
131004059	'2nd January, 2013'	'31st December, 2012'	1800	10	'West Valley'	1043	440	'THEFT PLAIN - PETTY ($950 & UNDER)'	'ic'	'Invest Cont'	80
131004062	'2nd January, 2013'	'31st December, 2012'	1800	10	'West Valley'	1011	310	'BURGLARY'	'ic'	'Invest Cont'	911
131004086	'2nd January, 2013'	'31st December, 2012'	1430	10	'West Valley'	1018	330	'BURGLARY FROM VEHICLE'	'ic'	'Invest Cont'	-1
131004109	'3rd January, 2013'	'31st December, 2012'	2355	10	'West Valley'	1061	330	'BURGLARY FROM VEHICLE'	'ic'	'Invest Cont'	126
131004142	'4th January, 2013'	'31st December, 2012'	2300	10	'West Valley'	1017	310	'BURGLARY'	'ic'	'Invest Cont'	965
131004481	'11th January, 2013'	'31st December, 2012'	2200	10	'West Valley'	1078	310	'BURGLARY'	'ic'	'Invest Cont'	406
131004738	'17th January, 2013'	'31st December, 2012'	1200	10	'West Valley'	1007	354	'THEFT OF IDENTITY'	'ic'	'Invest Cont'	357
131104004	'1st January, 2013'	'31st December, 2012'	2130	11	'Northeast'	1178	510	'VEHICLE - STOLEN'	'ic'	'Invest Cont'	887
131104011	'1st January, 2013'	'31st December, 2012'	1910	11	'Northeast'	1172	997	'TRAFFIC DR #'	'ic'	'Invest Cont'	760
131104027	'1st January, 2013'	'31st December, 2012'	1530	11	'Northeast'	1144	510	'VEHICLE - STOLEN'	'ic'	'Invest Cont'	130
131104033	'1st January, 2013'	'31st December, 2012'	2230	11	'Northeast'	1123	420	'THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER)'	'ic'	'Invest Cont'	205
131104043	'1st January, 2013'	'31st December, 2012'	1800	11	'Northeast'	1139	745	'VANDALISM - MISDEAMEANOR ($399 OR UNDER)'	'ic'	'Invest Cont'	383
131104049	'2nd January, 2013'	'31st December, 2012'	1800	11	'Northeast'	1112	510	'VEHICLE - STOLEN'	'ic'	'Invest Cont'	146
131104064	'2nd January, 2013'	'31st December, 2012'	2200	11	'Northeast'	1132	420	'THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER)'	'ic'	'Invest Cont'	559
131104067	'2nd January, 2013'	'31st December, 2012'	1130	11	'Northeast'	1139	997	'TRAFFIC DR #'	'ic'	'Invest Cont'	803
131104098	'3rd January, 2013'	'31st December, 2012'	1700	11	'Northeast'	1143	745	'VANDALISM - MISDEAMEANOR ($399 OR UNDER)'	'ic'	'Invest Cont'	365
